YEAR,ID,TYPE,ARCHITECTURE,TECHNOLOGY,TITLE,ABSTRACT,AUTHORS,COMMENTS,Csamp [pF],AREA [mm^2],SNDR_lf [dB],fin_hf [Hz],SNDR_hf [dB],SNR [dB],DR [dB],-THD [dB],SFDR [dB],SNDR_plot [dB],P [W],fs [Hz],OSR,fsnyq [Hz],P/fsnyq [pJ],FOMW_lf [fJ/conv-step],FOMW_hf [fJ/conv-step],FOMS_lf [dB],FOMS_hf [dB],FOMW_hf/fsnyq,"FOMS,hf+10log(fsnyq)"
2014,23.3,NQ,SAR,0.028,An 11.5-ENOB 100-MS/s 8mW Dual-Reference SAR ADC in 28nm CMOS,"Recent publications have demonstrated ADCs with ENOB > 11, sampling frequencies > 50MHz, with power < 50mW, making the SAR ADC architecture an attractive alternative to the traditional pipeline. This paper presents a production quality 11.5 ENOB, 89dB SFDR, 100MS/s SAR ADC that, including the voltage reference and digital calibration circuitry, consumes 8mW and uses 0.1mm2 in 28nm CMOS. It uses a unique dual-reference, dual unit-cap architecture with a regulated DAC switch, providing a 2Vppd input swing while utilizing a low-voltage transistor implementation for the core ADC.","Michael Inerfield, Abhishek Kamath, Feng Su, Jason Hu, Xinyu Yu, Victor Fong, Omar Alnaggar, Fang Lin and Tom Kwan",Excluding references,1.25,0.1,71,5.00E+07,67.1,,,,76,67.1,8.00E-03,1.00E+08,1,1.00E+08,8.00E+01,27.6,43.2,169.0,165.1,4.32E-07,245.06
2014,23.4,NQ,"Pipe, SAR",0.04,A 12b 160MS/s Synchronous Two-Step SAR ADC Achieving 20.7fJ/step FoM with Opportunistic Digital Background Calibration,"A 12b two-step pipelined SAR ADC reports a 66.7dB SNDR and an 86.9dB SFDR for a 5MHz sinusoidal input at 160MS/s. A digital background calibration based on opportunistic PN injection treats both DAC mismatch and residue-amplifier gain errors. The calibration enables a significant downsizing of the ADC input capacitance to yield a wideband, highly linear input network and an over-80dB SFDR while digitizing inputs from DC to 300MHz at full speed. The conversion FoM of this ADC is 20.7fJ/step at Nyquist. The prototype occupies an active area of 0.042mm2 in a 40nm CMOS low-leakage digital process.","Yuan Zhou, Benwei Xu, and Yun Chiu", ,0.63,0.042,66.7,8.00E+07,65.3,,,,85,65.3,4.96E-03,1.60E+08,1,1.60E+08,3.10E+01,17.5,20.6,168.8,167.4,1.29E-07,249.42
2015,3.2,NQ,SAR,0.18,A 120nW 8b Sub-Ranging SAR ADC with Signal-Dependent Charge Recycling for Biomedical Applications,"We present an 8-bit sub-ranging SAR ADC designed for bursty signals having long time periods with small code spread. A modified capacitive-DAC (CDAC) saves previous sample’s MSB voltage and reuses it throughout subsequent conversions. This prevents unnecessary switching of large MSB capacitors as well as conversion cycles, reducing energy consumed in the comparator and digital logic and yielding total energy savings of 2.6_. In 0.18_m CMOS, the ADC consumes 120nW at 0.6V and 100kS/s with 46.9dB SNDR.","S. Jeong, W. Jung, D. Jeon, O. Berenfeld, H. Oral, G. Kruger, D. Blaauw and D. Sylvester",VDD = 0.6V,1.152,0.12,,5.00E+04,46.9,,,,63.8,46.9,1.20E-07,1.00E+05,1,1.00E+05,1.20E+00,,6.6,,163.1,6.64E-05,213.10
2015,3.3,NQ,SAR,0.014,A 12b 70MS/s SAR ADC with Digital Startup Calibration in 14nm CMOS,"A 12b 70MS/s sub-2 radix SAR ADC designed on Intel’s 14nm tri-gate CMOS process is presented. It utilizes a startup calibration for correcting capacitor mismatches in its CDAC. The calibration is fully digital and doesn’t require accurate references or input signals. The sub-2 radix architecture provides redundancy that improves speed. The comparator has a novel preamplifier that helps achieve low-noise and high-speed operation. The ADC achieves 68.1dB SNDR, 80dB SFDR, 70MS/s speed, and consumes 4.3mW power.","C. C. Lee, C.-Y. Lu, R. Narayanaswamy and J. B. Rizk",VDD = 1V,,0.019,69,3.50E+07,68.1,,,,82,68.1,4.30E-03,7.00E+07,1,7.00E+07,6.14E+01,26.7,29.6,168.1,167.2,4.23E-07,245.66
2015,3.4,OS,SAR,0.065,"A 9.35-ENOB, 14.8 fJ/Conv.-Step Fully-Passive Noise-Shaping SAR ADC","This paper presents an opamp-free solution to implement noise shaping in a successive approximation register analog-to-digital convertor. The comparator noise, incomplete settling error of digital-to-analog convertor and mismatch are alleviated. Designed in a 65 nm CMOS technology, the prototype realizes 58 dB SNDR at 50 MS/s sampling frequency. It consumes 120.7 _W from a 0.8 V supply and achieves a FoM of 14.8 fJ per conversion step.","Z. Chen, M. Miyahara and A. Matsuzawa",VDD = 0.8V,,0.0123,,6.25E+06,58.0,,,,,58.0,1.21E-04,5.00E+07,4,1.25E+07,9.66E+00,,14.9,,165.1,1.19E-06,236.11
2015,3.5,NQ,"SAR, VCO",0.045,A 12-Bit 200-MS/s 3.4-mW CMOS ADC with 0.85-V Supply,"A SAR ADC incorporates two VCOs and a TDC as a multi-bit quantizer to improve the conversion speed. Using background calibration and realized in 45-nm technology, the ADC exhibits an SNDR of 68 dB and an FOM of 8 fJ per conversion step at Nyquist.","J. P. Mathew, L. Kong and B. Razavi",VDD = 0.85V,,0.06,68.2,1.00E+08,68.0,,,,70,68.0,3.40E-03,2.00E+08,1,2.00E+08,1.70E+01,8.1,8.3,172.9,172.7,4.14E-08,255.70
2015,11.1,NQ,"Two-step, binary search, TI",0.065,A 25GS/s 6b TI Binary Search ADC with Soft-Decision Selection in 65nm CMOS,"A 25GS/s 8-way time-interleaved binary search ADC employs a novel soft-decision selection algorithm to improve metastability tolerance and relax T/H settling requirements. The T/H design is further relaxed with reduced loading from a new shared-input three comparator structure. Fabricated in GP 65nm CMOS, the ADC achieves 4.62-bits ENOB at Nyquist and 143 fJ/conv.-step FOM, while consuming 88mW and occupying 0.24mm2 core ADC area.","S. Cai, E. Z. Tabasy, A. Shafik, S. Kiran, S. Hoyos and S. Palermo", ,,0.24,32,1.25E+10,29.7,,,,40,29.7,8.80E-02,2.50E+10,1,2.50E+10,3.52E+00,108.2,141.1,143.5,141.2,5.64E-09,245.20
2015,11.2,NQ,Asynchronous,0.028,A 3-10fJ/Conv-Step 0.0032mm2 Error-Shaping Alias-Free Asynchronous ADC,"We present a programmable, quantization error spectral shaping, alias-free asynchronous ADC suited for clockless, continuous-time DSP in receivers with modest SNDR requirements and a tight power budget. Implemented in 0.65V 28nm FDSOI, the 0.0032mm2 ADC achieves 32dB-42dB SNDR over a 10MHz-50MHz BW while consuming 24_W, giving a 3-10fJ/conv-step FoM.","S. Patil, A. Ratiu, D. Morche and Y. Tsividis",VDD = 0.65V,,0.0032,,4.00E+07,40.0,,,,,40.0,2.40E-05,8.00E+07,1,8.00E+07,3.00E-01,,3.7,,162.2,4.59E-08,241.25
2015,11.3,NQ,"SAR, TI",0.028,A 6b 46GS/s ADC with >23GHz BW and Sparkle-Code Error Correction,This paper presents a 6b 46GS/s 72-way hierarchically time-interleaved asynchronous SAR ADC utilizing cascode samplers to achieve >23GHz BW. A back-end meta-stability correction circuit enables sparkle-code error-free operation over 1e10 samples. The 28nm FDSOI ADC achieves 27dB SNDR (low frequency)/25.2dB (at 23.5GHz) while consuming 381mW from 1.05V/1.6V supplies and occupies 0.14mm2.,Y. Duan and E. Alon,VDD = 1.05/1.6 V,,0.14,27,2.30E+10,25.2,27,,,32,25.2,3.81E-01,4.60E+10,1,4.60E+10,8.28E+00,452.9,557.3,134.8,133.0,1.21E-08,239.64
2015,18.1,OS,SDCT,0.04,A 75 MHz BW 68dB DR CT-__ Modulator with Single Amplifier Biquad Filter and a Broadband Low-Power Common-Gate Summing Technique,"A wide bandwidth, power efficient continuous-time __ modulator (CT__M) is presented. The modulator introduces a 3rd order filter implemented with a lossless integrator and a multiple-feedback (MFB) single-amplifier biquad (SAB) with embedded loop stability compensation. An active summing block is implemented with a common-gate amplifier followed by a transimpedance amplifier (TIA) that achieves optimum bandwidth (BW) vs power consumption tradeoff, making it suitable for over GHz operation. Fabricated in 40 nm CMOS, and clocked at 3.2 GHz, the CT__M achieves a signal-to-noise and distortion ratio (SNDR) of 64.9 dB over 75 MHz BW while consuming 22.8 mW of power. The obtained Walden’s Figure of Merit (FoM) is 106 fJ/conv-step.","C. Briseno-Vidrios, A. Edward, A. Shafik, S. Palermo and J. Silva-Martinez",VDD = 1.1V,,0.09,,7.50E+07,64.9,65.4,67.7,74.5,,64.9,2.28E-02,3.20E+09,21,1.50E+08,1.52E+02,,105.8,,160.1,7.05E-07,241.83
2015,18.2,OS,"SDCT, VCO",0.065,A 54mW 1.2GS/s 71.5dB SNDR 50MHz BW VCO-Based CT __ ADC Using Dual Phase/Frequency Feedback in 65nm CMOS,,"K. Reddy, S. Dey, S. Rao, B. Young, P. Prabha and P. K. Hanumolu", ,,0.5,,5.00E+07,71.5,71.7,72,,90,71.5,5.40E-02,1.20E+09,12,1.00E+08,5.40E+02,,175.8,,161.2,1.76E-06,241.17
2015,18.3,OS,SDCT,0.13,A 7.2 mW 75.3 dB SNDR 10 MHz BW CT Delta-Sigma Modulator Using Gm-C-Based Noise-Shaped Quantizer and Digital Integrator,"A 3rd order continuous-time delta-sigma modulator using a Gm-C based noise-shaped integrating quantizer (NSIQ) with a digital back-end integrator is presented in this paper. By incorporating the back-end digital integrator, the conventional tradeoff between resolution and speed in time-based quantization is alleviated. Therefore by using only three clock edges and a low-power Gm-C, effective 4-bit quantization is achieved which also provides first order noise-shaping. The zero-crossing comparator is replaced by a preamplifier and three latches. The proposed modulator was fabricated in a 0.13_m CMOS process with an active area of 0.08mm2. It operates at 640 MHz and achieves a peak SNDR of 75.3 dB and a peak SFDR of 94.1 dB in a 10 MHz bandwidth while consuming 7.2 mW from a 1.2V power supply.","T. Kim, C. Han and N. Maghari",VDD=1.2V,,0.08,,1.00E+07,75.3,75.5,78.5,,94.1,75.3,7.20E-03,6.40E+08,32,2.00E+07,3.60E+02,,75.7,,166.7,3.78E-06,239.74
2015,18.4,OS,SDCT,0.016,A 16nm FinFet 19/39MHz 78/72dB DR Noise-Injected Aggregated CTSDM ADC for Configurable LTE Advanced CCA/NCCA Application,"A 39MHz bandwidth (BW) CTSDM ADC realized by aggregating two 19MHz BW CTSDM ADCs with a noise-injected technique is presented. The in-band noise is improved by 4.77dB by this technique. The ADC samples at 832MS/s, achieves 72dB DR in 39MHz BW and 78dB DR in 19MHz BW. This aggregated ADC is implemented in 16-nm FinFet technology with 0.23 mm2 active area and 6.2 mW per ADC, and thereby achieves FoMDR of 167.1dB in 39MHz BW, and FoMDR of 173.4dB in 19MHz BW.","T.-K. Kao, P. Chen, J.-Y. Tsai and P.-C. Chiu", ,,0.23,,3.90E+07,67.7,,78.5,,,67.7,1.24E-02,8.32E+08,11,7.80E+07,1.59E+02,,80.2,,162.7,1.03E-06,241.60
2015,18.5,OS,SDCT,0.04,A 10/20/30/40 MHz Feed-Forward FIR DAC Continuous-Time __ ADC with Robust Blocker Performance for Radio Receivers,"The first (single-bit) feed-forward (FF) FIR DAC continuous-time (CT)-__ ADC is presented for cellular radio applications. It provides a robust loop delay compensation with no performance degradation in the presence of radio out-of-band blockers; a known drawback of FF CT-__ ADCs. At 20/30/40 MHz operation, the FOM is less than or equal to 36 fJ/conv. At 10 MHz operation, the FOM is 50 fJ/conv. The equivalent FOM for a 20-MHz-only design is 28 fJ/conv. It occupies 0.0194 mm2 in 40 nm CMOS.","S. Loeda, J. Harrison, F. Pourchet and A. Adams",Data for 40MHz,,0.0194,,4.00E+07,66.9,,67.8,,,66.9,5.25E-03,2.40E+09,30,8.00E+07,6.56E+01,,36.3,,165.7,4.54E-07,244.75
2015,21.1,OS,SDCT,0.065,A 0.7 V 256 _W __ Modulator with Passive RC Integrators Achieving 76 dB DR in 2 MHz BW,"A continuous-time (CT) delta-sigma modulator (__M), with 27.5 fJ/conv.-step energy efficiency, employing passive RC integrators is proposed. A simple differential pair is incorporated in the loop-filter between each passive RC integrator and, the extra required gain in the loop is obtained in the comparator. Due to the many design issues, such as the trade-off between RC variations and loop stability, the modulator is optimized using genetic algorithms (GAs). The 65 nm CMOS __M, occupying only 0.013 mm2, dissipates 256 _W from a 0.7 V supply and achieves a peak SNDR of 69.1 dB with 2 MHz bandwidth (BW). The dynamic range (DR) reaches 76.2 dB, which corresponds to a FoMSchreier of 175.1 dB.","J. L. A. de Melo, J. Goes and N. Paulino",VDD = 0.7V,,0.013,,2.00E+06,69.1,,76.2,,,69.1,2.56E-04,3.20E+08,80,4.00E+06,6.40E+01,,27.5,,168.0,6.87E-06,234.05
2015,21.2,OS,SDCT,0.028,"A 13-ENOB, 5 MHz BW, 3.16 mW Multi-Bit Continuous-Time __ ADC in 28 nm CMOS with Excess-Loop-Delay Compensation Embedded in SAR Quantizer","A 13-ENOB, 5 MHz BW, 3.16 mW 3-bit continuous-time __ ADC sampling at 432 MHz is presented. For power efficiency, this design utilizes a hybrid feedback feed-forward loop topology with SAR quantizer, feed-forward compensated amplifiers, and push-pull DACs. Further power efficiency is gained by performing excess-loop-delay compensation (ELDC) using the SAR quantizer SC-DAC, which reduces power overhead from ELDC to a negligible level. A 94 dB SFDR is achieved through feedback-DAC calibration. The 0.066 mm2 design is fabricated in 28 nm CMOS and achieves FoMs of 36.4 fJ/step and 175.9 dB.","G. Wei, P. Shettigar, F. Su, X. Yu and T. Kwan",VDD = 0.9/1.8V,,0.066,,5.00E+06,80.5,,83.9,,94,80.5,3.16E-03,4.32E+08,43,1.00E+07,3.16E+02,,36.5,,172.5,3.65E-06,242.49
2015,21.3,OS,SDCT,0.065,A Low-Power Gm-C-Based CT-__ Audio-Band ADC in 1.1V 65nm CMOS,"A low power CT-__ is presented which achieves 92dBA of dynamic range while consuming only 110_A from a 1.1V supply in 65nm. The ADC exploits the inherent virtual ground of the __ loop to enable low power Gm-C integrators, and a simplified excess loop-delay compensation scheme. A common-mode feedback circuit which enables low voltage operation is also presented.","I. Ahmed, J. Cherry, A. Hasan, A. Nafee, D. Halupka, Y. Allasasmeh and M. Snelgrove",VDD = 1.1V,,0.6,,2.40E+04,85.0,,88,,,85.0,1.21E-04,3.07E+06,64,4.80E+04,2.52E+03,,173.4,,168.0,3.61E-03,214.79
2016,3.1,OS,SAR,0.028,"A 97.99 dB SNDR, 2 kHz BW, 37.1 _W Noise-Shaping SAR ADC with Dynamic Element Matching and Modulation Dither Effect","A 97.99 dB SNDR, 2 kHz bandwidth noise-shaping SAR ADC was fabricated in 28 nm CMOS process. By integrating residue of 12 bit SAR AD conversion with 3rd order integrator, _ modulation is achieved and noise floor of AD conversion is shaped. Distortion due to mismatch of capacitive DAC is eliminated by introducing dynamic element matching (DEM) technique and by utilizing modulation dither effect. The ADC consumes 37.1 _W with 100 kHz sampling speed and achieves Schreier’s figure of merit (FoMs) of 175.3 dB.","K. Obata, K. Matsukawa, T. Miki, Y. Tsukamoto and K. Sushihara",VDD=1.55/0.75V,,0.116,,2.00E+03,98.0,98.57,,,111.8,98.0,3.71E-05,1.00E+05,25,4.00E+03,9.28E+03,,143.0,,175.3,3.57E-02,211.33
2016,3.2,OS,Incremental,0.18,A 35_W 96.8dB SNDR 1 kHz BW Multi-Step Incremental ADC Using Multi-Slope Extended Counting with a Single Integrator,"A multi-step incremental ADC (IADC) with multi-slope extended counting is presented. In the proposed IADC, the accuracy is enhanced by reconfiguring it as a multi-slope ADC in two additional steps. For the same accuracy, the conversion cycle is shortened by a factor of about 29 as compared to the single-step IADC. Fabricated in 0.18-_m CMOS process, the prototype ADC operates at 642 kHz and achieves a peak SNDR = 96.8 dB and DR = 99.7 dB over a 1 kHz bandwidth. The power consumption is 35 _W, which results in an excellent Schreier FoM of 174.6 dB.","Y. Zhang, C.-H. Chen, T. He and G. C. Temes",VDD = 1.5V,,0.5,,1.00E+03,96.8,,99.7,,,96.8,3.46E-05,6.42E+05,321,2.00E+03,1.73E+04,,305.9,,171.4,1.53E-01,204.42
2016,3.3,OS,"SAR, VCO",0.04,A 18.5_fJ/step VCO_Based 0_1 MASH DS ADC with Digital Background Calibration,A scaling-friendly and energy-efficient 0-1 MASH __ ADC is proposed in this work. An 8b SAR is used as the 1st stage for coarse quantization. A ring VCO is used as the 2nd stagefor fine quantization. The proposed ADC uses digital background calibration to track VCO gain variation across PVT. A 40nm CMOS prototype achieves a Walden FoM of 18.5 fJ/conv-step while operating from 1.1V supply.,"A. Sanyal, N. Sun",VDD = 1.1V,,0.03,,1.00E+06,74.3,,,,,74.3,3.50E-04,3.60E+07,9,4.00E+06,8.75E+01,,20.6,,171.9,5.16E-06,237.89
2016,3.4,OS,SDCT,0.065,"A 13.3mW 60MHz Bandwidth, 76dB DR 6GS/s CTDS M with Time Interleaved FIR Feedback","We present a wideband single-bit CT_M that uses a 2x time-interleaved quantizer and FIR DAC. Time interleaving reduces power dissipation and regeneration errors of the FIR DAC when compared to a full rate implementation. Fabricated in a low leakage 65nm CMOS, the prototype modulator operates at 6 GS/s and achieves 67.6/76 dB SNDR/DR in a 60 MHz bandwidth while consuming 13.3 mW. The FoM is 56.5 fJ/conv-step.","A.Jain, S.Pavan",VDD = 1.4V,,0.07,,1.99E+07,67.6,68.8,76,,77.4,67.6,1.33E-02,6.00E+09,50,1.20E+08,1.11E+02,,56.5,,164.1,4.71E-07,244.93
2016,5.4,NQ,"SAR, TI",0.016,A 56Gb/s PAM4 Wireline Transceiver using a 32-way Time-Interleaved SAR ADC in 16nm FinFET,"A 56Gb/s PAM4 wireline transceiver testchip is implemented in 16nm FinFET. The CML transmitter incorporates an auxiliary current injection at the output nodes to maintain PAM4 amplitude linearity. The receiver consists of continuous-time linear equalizers with constant DC-gain and a 28GSa/s 32-way time-interleaved SAR ADC. The transceiver achieves 1e-8 BER over a backplane channel with 25dB loss at 14GHz while consuming 550mW power, excluding DSP.","Yohan Frans, Mohamed Elzeftawi, Hiva Hedayati, Jay Im, Vassili Kireev, Toan Pham, Jaewook Shin, Parag Upadhyaya, Lei Zhou, Santiago Asuncion, Chris Borrelli, Geoff Zhang, Hongtao Zhang, Ken Chang",VDD= 0.9V,,,38.181,1.40E+10,31.3,,,,39.1,31.3,2.80E-01,2.80E+10,1,2.80E+10,1.00E+01,150.9,334.9,145.2,138.2,1.20E-08,242.72
2016,8.4,NQ,SAR,0.13,Multi-modal Smart Bio-sensing SoC Platform with >80dB SNR 35_A PPG RX Chain,"A multi-modal analog front end (AFE) and ultra-low energy bio-sensing CMOS SoC is presented. System/ circuit techniques enable signal path duty cycles as low as sub-1% and result in a 35_A Photo Plethysmography (PPG) RX Chain – 5X lower than published state of the art – while maintaining overall SNR > 80dBFS. The signal chain is adaptively synchronized by an ultra-low power FSM and includes a 1.3_W 14b 1kSPS SAR A/D. Input signal-aware, real-time data path adaptation is achieved by leveraging on-the-fly algorithms running on an external microcontroller (_C) to further reduce system energy. A programmable, asynchronous capacitive reset amplifier (PARCA) with NEF of 4.8 and dx/dt analog feature extractor demonstrate energy efficient ECG capture. A battery-powered, Bluetooth low energy (BLE) based, wearable platform with simultaneous ECG and PPG acquisition using this AFE has been demonstrated.","Ajit Sharma, Seung Bae Lee, Arup Polley, Sriram Narayanan, Wen Li, Terry Sculley, Srinath Ramaswamy",VDD=1.5V,,,,5.00E+02,75.0,,,,,75.0,1.30E-06,1.00E+03,1,1.00E+03,1.30E+03,,282.9,,160.9,2.83E-01,190.85
2016,13.3,OS,SDSC,0.065,A 16-channel Noise-Shaping Machine Learning Analog-Digital Interface,"A 16-channel machine learning digitizing interface embeds Inner-Product calculation within a Delta-Sigma Modulator (IPDSM) array canceling quantization noise and noise shaping the multiplicand. The prototype, with 16 independent IPDSM channels occupies a core area of 0.95mm2 in 65 nm CMOS. Each channel performs up to 100M multiplications/s. The system is demonstrated with a standard machine learning scheme for image recognition. It achieves the same classification accuracy for the MNIST set of hand-written digits as with the same algorithm on floating point DSP.","Fred N. Buhler, Adam E. Mendrela, Yong Lim, Jeffrey A. Fredenburg and Michael P. Flynn", ,,0.0594,,1.00E+05,69.1,,,,,69.1,2.41E-04,1.00E+08,500,2.00E+05,1.21E+03,,517.2,,155.3,2.59E-03,208.29
